	Config	Mean time	Mean mem	Mean SMAPE	Mean RMSE	Mean logcosh	Mean gradient calls	Mean iterations
34	('40', 1, Nesterov optimization (beta=0.95), Squared error calculator)	1.8940381999999996	0.0B	0.13003247673346674	9.984982226131738	7.191172097329124	49402.0	1235.05
35	('500', 1, Nesterov optimization (beta=0.95), Squared error calculator)	19.701741	0.0B	0.13035644236679753	9.998708408336915	7.2059251639541415	611000.0	1222.0
36	('1', 1, Ada gradient optimization (eps=1e-05), Squared error calculator)	0.00514285	0.0B	0.994537964816091	80.40612249513308	67.22273610738208	50.0	50.0
37	('10', 1, Ada gradient optimization (eps=1e-05), Squared error calculator)	0.020595900000000004	0.0B	0.9951842945664474	80.42648826597355	67.23963274852494	500.0	50.0
38	('40', 1, Ada gradient optimization (eps=1e-05), Squared error calculator)	0.07368535	0.0B	0.9956230142672127	80.43616785077924	67.24807842337682	2000.0	50.0
39	('500', 1, Ada gradient optimization (eps=1e-05), Squared error calculator)	0.720623	0.0B	0.9957728127262871	80.4391072458558	67.25067344220743	25000.0	50.0
40	('1', 1, RMS prop optimization (gamma=0.5, eps=1e-05), Squared error calculator)	1.5332110499999998	0.0B	0.1262934338402974	9.988324605830192	7.155174808972157	9744.75	9744.75
41	('10', 1, RMS prop optimization (gamma=0.5, eps=1e-05), Squared error calculator)	2.9935670500000002	0.0B	0.12585036799183177	9.910952957628746	7.093610589446733	65487.0	6548.7
42	('40', 1, RMS prop optimization (gamma=0.5, eps=1e-05), Squared error calculator)	8.206776049999998	0.0B	0.12558524184808173	9.895236458491885	7.080478279073513	222946.0	5573.65
43	('500', 1, RMS prop optimization (gamma=0.5, eps=1e-05), Squared error calculator)	8.558975	0.0B	0.12529695086499176	9.89918097403139	7.082655981112137	234000.0	468.0
44	('1', 1, Adam optimization (beta_1=0.9, beta_2=0.999, eps=1e-05), Squared error calculator)	0.245831	0.0B	0.12676659638793927	9.969945920766383	7.146990271235879	1023.95	1023.95
45	('10', 1, Adam optimization (beta_1=0.9, beta_2=0.999, eps=1e-05), Squared error calculator)	0.27574615	0.0B	0.12604911731219193	9.916215800194097	7.101506966337945	5229.0	522.9
46	('40', 1, Adam optimization (beta_1=0.9, beta_2=0.999, eps=1e-05), Squared error calculator)	0.8506054500000001	0.0B	0.12551344183141802	9.906891959930903	7.090729741374088	19092.0	477.3
47	('500', 1, Adam optimization (beta_1=0.9, beta_2=0.999, eps=1e-05), Squared error calculator)	8.56563	0.0B	0.1254259664272831	9.904095078251402	7.088440569797061	227000.0	454.0
48	('1', 1, Default(no) optimization, Boxed error calculator)	0.36889099999999997	0.0B	0.12599414172187534	9.936293238297303	7.1151501769137395	2005.8	2005.8
49	('10', 1, Default(no) optimization, Boxed error calculator)	0.5702022	0.0B	0.1297360269475913	9.980826774879436	7.186905037400189	10695.5	1069.55
50	('40', 1, Default(no) optimization, Boxed error calculator)	2.0697899500000005	0.0B	0.12998645529135106	9.992075380515919	7.199788064301373	42050.0	1051.25
51	('500', 1, Default(no) optimization, Boxed error calculator)	24.929443	0.0B	0.12999988327687761	9.988719237554664	7.196799960703846	525500.0	1051.0
52	('1', 1, Momentum optimization (beta=0.95), Boxed error calculator)	0.24516385000000002	0.0B	0.13043585279352524	10.076597601178298	7.270387508398711	1052.35	1052.35
53	('10', 1, Momentum optimization (beta=0.95), Boxed error calculator)	0.7409941499999999	0.0B	0.1294163225719542	9.969851923520862	7.175653690076712	10656.5	1065.65
54	('40', 1, Momentum optimization (beta=0.95), Boxed error calculator)	2.3668615500000003	0.0B	0.12959939725740105	9.96422082858913	7.170940850148069	42490.0	1062.25
55	('500', 1, Momentum optimization (beta=0.95), Boxed error calculator)	24.808449	0.0B	0.12962746781519427	9.964666328577795	7.1718855320219825	529000.0	1058.0
56	('1', 1, Nesterov optimization (beta=0.95), Boxed error calculator)	0.21974639999999995	0.0B	0.13643311140518105	10.445183024198215	7.62656485782504	1277.9	1277.9
57	('10', 1, Nesterov optimization (beta=0.95), Boxed error calculator)	0.6771221000000001	0.0B	0.1306226717862609	10.02768420071732	7.230971278441099	12432.5	1243.25
58	('40', 1, Nesterov optimization (beta=0.95), Boxed error calculator)	2.1089193999999996	0.0B	0.13046020459193736	10.006059572446887	7.212515364329872	48964.0	1224.1
59	('500', 1, Nesterov optimization (beta=0.95), Boxed error calculator)	23.825834	0.0B	0.13035346156773125	9.998546737148233	7.205761292218695	611000.0	1222.0
60	('1', 1, Ada gradient optimization (eps=1e-05), Boxed error calculator)	0.00580645	0.0B	0.99614587213754	80.44833745696785	67.2588078799249	50.0	50.0
61	('10', 1, Ada gradient optimization (eps=1e-05), Boxed error calculator)	0.022452199999999995	0.0B	0.9963099750234775	80.4541460218729	67.26350727338885	500.0	50.0
62	('40', 1, Ada gradient optimization (eps=1e-05), Boxed error calculator)	0.07445545	0.0B	0.9964751738040183	80.45769057378861	67.26659901930839	2000.0	50.0
63	('500', 1, Ada gradient optimization (eps=1e-05), Boxed error calculator)	0.876111	0.0B	0.9965404877838356	80.45995149307134	67.26849851301907	25000.0	50.0
64	('1', 1, RMS prop optimization (gamma=0.5, eps=1e-05), Boxed error calculator)	1.6849065500000002	0.0B	0.1264960511711859	9.968719760599576	7.147591624181727	9576.5	9576.5
65	('10', 1, RMS prop optimization (gamma=0.5, eps=1e-05), Boxed error calculator)	3.77179455	0.0B	0.1260229261317593	9.910856592167415	7.095870860685954	81883.5	8188.35
66	('40', 1, RMS prop optimization (gamma=0.5, eps=1e-05), Boxed error calculator)	7.085962450000001	0.0B	0.1257528070531983	9.893382876200581	7.080173210547012	202910.0	5072.75
67	('500', 1, RMS prop optimization (gamma=0.5, eps=1e-05), Boxed error calculator)	6.826241	0.0B	0.12525145665390494	9.89925794505933	7.082122521224645	234000.0	468.0
68	('1', 1, Adam optimization (beta_1=0.9, beta_2=0.999, eps=1e-05), Boxed error calculator)	0.15094725	0.0B	0.12721442498952834	9.940955500564346	7.13112183082553	929.0	929.0
69	('10', 1, Adam optimization (beta_1=0.9, beta_2=0.999, eps=1e-05), Boxed error calculator)	0.23693389999999998	0.0B	0.12579967154973895	9.911249994513412	7.095445708157113	5290.5	529.05
70	('40', 1, Adam optimization (beta_1=0.9, beta_2=0.999, eps=1e-05), Boxed error calculator)	0.6615479000000001	0.0B	0.12572336572287585	9.902421313766984	7.088345580104506	19024.0	475.6
71	('500', 1, Adam optimization (beta_1=0.9, beta_2=0.999, eps=1e-05), Boxed error calculator)	6.68339	0.0B	0.12542250973093438	9.904640209380325	7.088869156677048	229500.0	459.0
